session,subjectName,setName,repetition,MVC,IMNF_GaMe,IMNF_GaLa,IMNF_SeTe,IMNF_BiFe,IMNF_VaMe,IMNF_ReFe,IMNF_VaLa,IMNF_GlMa,IMNF_ExLo,meanRMS_GaMe,meanRMS_GaLa,meanRMS_SeTe,meanRMS_BiFe,meanRMS_VaMe,meanRMS_ReFe,meanRMS_VaLa,meanRMS_GlMa,meanRMS_ExLo,aucRMS_GaMe,aucRMS_GaLa,aucRMS_SeTe,aucRMS_BiFe,aucRMS_VaMe,aucRMS_ReFe,aucRMS_VaLa,aucRMS_GlMa,aucRMS_ExLo,maxRMS_GaMe,maxRMS_GaLa,maxRMS_SeTe,maxRMS_BiFe,maxRMS_VaMe,maxRMS_ReFe,maxRMS_VaLa,maxRMS_GlMa,maxRMS_ExLo,t2maxRMS_GaMe,t2maxRMS_GaLa,t2maxRMS_SeTe,t2maxRMS_BiFe,t2maxRMS_VaMe,t2maxRMS_ReFe,t2maxRMS_VaLa,t2maxRMS_GlMa,t2maxRMS_ExLo
1,01PrAy,01,1,0.806815554811439,67.5317716644393,58.5248045009351,66.0262860874455,67.4002716422019,57.9220129800876,54.5634147331732,55.1699879975603,66.3712360645196,57.7289034883842,0.0536386594885442,0.129082005968696,0.333622116716511,0.381170089639431,0.643682176183634,0.548896506608329,0.587695880168175,0.58563982555756,0.0767712700664235,0.0945918437874123,0.227559268854544,0.588538539613901,0.672390566059093,1.13551193391204,0.968373334454588,1.03669057967367,1.03303417223835,0.135442477845875,0.182661451529201,0.766943320166947,0.963009649840875,0.791554364864135,1.01052776651056,0.966290455528721,0.954384141179717,1.06303018558263,0.149545592965754,1.88428100881584,1.88893757871282,1.50663319017018,1.51641198695385,1.353897697549,1.20675008880421,1.3902189427455,1.58439790744987,1.29289663189847
1,01PrAy,01,2,0.77084069287583,63.6699989466143,58.1436839323323,65.7223644944117,70.5268071509161,59.5294783529004,56.9081584130703,54.2570325374617,64.2456131824714,57.0460954711803,0.070514011663474,0.170881786950427,0.367389830279936,0.379030998545055,0.642254281408362,0.520025290973129,0.638582363551511,0.645160178224117,0.0840407570047172,0.125641829972198,0.304452231731415,0.655127291693329,0.675813726823428,1.14529197727119,0.927372506950084,1.13868588261658,1.15032099789217,0.149873089802337,0.449286433087686,0.867631398161425,1.09989410359377,0.767891959108568,1.06283998462008,0.920251605699983,1.01287307806566,1.46092818865615,0.168399514400471,1.90802537339915,1.90802537339915,1.59137930777099,1.63654793772089,1.24725953938978,1.115478897371,1.21326665293264,1.64027318555181,1.48334712067432
1,01PrAy,01,3,0.720897855643188,64.0173597886288,60.1187192746994,65.1813587324619,71.2401174833217,59.6339745799314,58.3601806463518,57.0616012495655,65.7098368752031,55.8708002754526,0.0734843240718176,0.148458929159292,0.324446194610931,0.387182334890875,0.602489992488413,0.568551730083219,0.570500585033942,0.651027920940733,0.0838992901036672,0.157482804134926,0.318188660071365,0.695737056417646,0.830171777749449,1.29197906077611,1.21927482707329,1.22341270562434,1.39600847583338,0.179927533818267,0.461857094140279,0.902205364050515,1.05517060389169,0.948762843449856,0.953798097086475,1.14558279770485,1.03706222854753,1.69355967562533,0.198894499653596,2.26883034845762,2.26929598834443,1.99410281524264,2.23763247604168,1.39668684047176,1.37666432533914,1.45023542745434,1.99270589558223,1.42695343311408
1,01PrAy,01,4,0.683797814644591,57.1211145647602,60.4454935484954,60.7697161094796,67.608764396973,61.929327438416,58.372250324139,58.067734552303,62.5125720056718,53.4314731342681,0.122995346665834,0.148515756750948,0.570251769466279,0.538813090085965,0.578097840221913,0.502421814870748,0.585989483700595,0.712145039897928,0.077036562532766,0.267427751039147,0.322941799372861,1.2406745010201,1.17211426530152,1.25761825755849,1.09310949606912,1.27485802214708,1.54925334639937,0.167611983829268,0.768953544365131,0.917145776874694,2.30307154092635,1.74542149359694,1.23967669673878,1.14628003767816,1.05482231830885,1.69460318556402,0.159151910507418,2.30048810735466,2.30048810735466,1.98571633110292,1.99363218938144,2.22086388584719,1.34453181054278,1.48189523361122,1.99363218938144,1.80830797791961
1,01PrAy,01,5,0.64262158188994,60.1735296568213,61.5058144943966,63.6929373522107,66.5077223285721,52.908023931066,51.3566579387819,54.2497946227944,63.0753669554057,46.3816127234889,0.0801276655006375,0.141820457667149,0.400571737406637,0.456719765608221,0.692915028673958,0.652026642045577,0.675153864241958,0.791140287024579,0.0940193996413471,0.146966023738818,0.260021915727826,0.735177075548262,0.838144896687652,1.27172457238197,1.19674524085516,1.23913057746283,1.45193650568327,0.172570340153151,0.466957130860914,0.793853514457193,1.09900531723638,0.930818859195463,1.04131831137001,1.03700687464501,1.0491505836874,1.72272341194081,0.171710478074459,1.94154148400249,1.96016761647883,1.67332517634319,1.71802789428641,1.29242076720204,1.02001357973557,1.13363298784124,1.70592090817678,1.61651547229035
1,01PrAy,01,6,0.800950037418138,59.2033203551048,55.4397128744202,62.2143758638662,67.8737516293835,55.7918568610412,51.2151498735098,52.838636880971,66.517648037064,45.9425663244708,0.114256555010884,0.218179631993001,0.519424554661217,0.488037557021163,0.694347353983804,0.633998954262873,0.708265956183941,0.690910392051129,0.105901716511355,0.204236357139974,0.390123745919807,0.929419767113006,0.873231909108367,1.24235751548541,1.13440398770811,1.2672671591554,1.23613701328601,0.189493925878519,0.894895818048978,0.907017282216339,1.37471782209126,1.1849729919048,1.11734656877653,1.15739652631536,1.3049225354058,1.80541223887519,0.196174993175707,1.91407759992141,1.91407759992141,1.44888759327466,1.62118018832901,1.58159945703274,1.06937822849277,1.27519803123338,1.59463781557739,1.26169401702641
1,01PrAy,01,7,0.770223019333962,60.4614442469287,58.5671533375383,66.1395259549485,70.7478218451538,54.0202353381171,49.6075180603299,52.0087591378571,61.7051903543962,47.6335735184156,0.065586258903698,0.16208792003531,0.39935965180418,0.400578343952774,0.726963790969886,0.716102191067112,0.667918316021034,0.757650888176585,0.0982480463953955,0.108836000354798,0.268906512605226,0.662893792092299,0.664850356481059,1.20663307588353,1.18868509121298,1.10859061605202,1.2574540207249,0.163088205654337,0.117005402241815,0.576676458826846,1.09262084381015,0.732196072084445,1.10286944998186,1.35142211605371,1.06549922818853,1.50357245040574,0.171387245102823,1.73901798489445,1.7841872832034,1.42097024525517,1.35717443217964,1.49314798997565,1.11549540308332,1.04005801827869,1.50618655031225,1.08988394527928
1,01PrAy,01,8,0.824576572184551,52.8172796049248,54.4818372136394,62.01514977014,65.8177911739866,52.2990488896368,50.6697368556216,51.6055990581954,65.1950274896146,43.1571465609557,0.141526136676513,0.204153232419427,0.555461359677338,0.528164367532903,0.769577855211503,0.674122526865843,0.689679983148466,0.652522021166335,0.112291835685835,0.215111876651762,0.310269936583854,0.844691561410688,0.803076221543655,1.17018626429372,1.02513615763264,1.04872813809046,0.99210881664573,0.170769936565516,0.555540133281568,0.557869932581491,1.4134252632279,0.901493564773269,1.07552429767788,1.05444487412665,1.06846981062372,1.27719705759819,0.189903645947832,1.6268244220184,1.59609008343154,1.25614967178893,1.37443030816869,0.92878239865914,0.826800275166359,1.20120039976999,1.36604821582682,1.1406630661898
1,01PrAy,01,9,0.700025225171572,59.7797910744618,60.2494598434522,67.8916556809482,68.8577126852938,55.193228335775,50.6780511641566,52.7201425407746,65.080486344629,48.2462571173251,0.0827773488020853,0.136881619089528,0.256615507893765,0.346711005438919,0.711615190206852,0.693709411497234,0.698164234243276,0.623995946588039,0.0830966271673062,0.150694258421264,0.24904648344003,0.4671575563608,0.631172979610712,1.29547877347952,1.26296276106781,1.27099248242428,1.13590183650998,0.151280464984724,0.212122631538039,0.420325972758618,0.673751953528158,0.537979309078767,1.0734295563444,1.33768194653037,1.17787323324094,1.18331878303257,0.161003755005287,1.12339042019651,0.260533446673552,1.46192092195106,1.3357286716409,1.0987107550067,1.15878012877057,1.13689438794187,1.60953325902973,1.34783567720572
1,01PrAy,01,10,0.737039821890838,56.4081183070528,58.0022164851629,59.6433843721991,68.4907922444999,69.1323330010516,70.241546065108,64.7454266202232,69.2435716766472,52.9816190339442,0.097049906308604,0.0847477751270599,0.392459786805743,0.397751840465396,0.450414935806433,0.364857640503031,0.450742033116383,0.520822720748925,0.0584189354237242,0.273949246049319,0.239216907929398,1.10815367562949,1.12301383040155,1.27174616086324,1.03024332757338,1.27275643481802,1.47051481394441,0.164962484254087,0.431149941502379,0.450182120883703,1.42870806902817,1.04818077235422,1.10772885027648,1.25310781298165,1.23767592144004,1.60053836044839,0.153313683684134,2.91920380835024,2.94853786049572,2.6468161812851,2.6877907303137,2.1220625817938,2.14953415443797,2.36465053683813,2.64169436265652,2.13975613705615
